1.742749	7.565945
0.654536	5.683718
0.094318	4.990315
1.650353	9.876664
0.427163	6.097733
1.117765	7.055448
1.620314	9.815697
1.003838	5.510575
1.490295	7.112362
1.087823	6.720714
1.078307	6.767144
1.255420	7.930267
0.982133	8.058251
0.304627	5.357003
1.336341	8.607278
0.454472	4.122004
0.328420	4.805328
0.303733	6.082363
1.514763	8.161515
0.999727	7.652929
1.974555	10.059544
0.576998	6.155318
1.793925	11.463361
1.376748	7.760080
0.421044	5.251834
0.388747	4.303516
0.112217	5.047501
0.651134	5.274514
0.630698	5.360508
0.360551	3.467247
1.136082	7.007817
1.833786	9.037591
1.886504	8.479047
1.988518	10.789653
1.674870	9.808928
1.830785	10.426899
0.307917	6.689444
1.994482	11.333246
1.265362	6.719107
0.184126	5.314745
0.587819	6.840172
0.020744	4.594797
0.962770	5.870837
1.863753	8.511365
1.838436	8.051033
1.996146	9.958004
1.355902	8.754471
1.176259	7.435424
0.251027	4.354028
1.820969	7.592805
1.155668	6.966032
1.137662	7.164436
0.769358	6.276698
0.299979	4.453327
0.131827	4.601628
1.267955	8.136394
1.826650	9.499024
0.686884	7.857865
0.724298	5.713931
0.638419	4.767527
1.834141	7.838271
0.476322	5.154727
0.839109	6.838832
0.632706	5.686876
1.609824	9.106555
1.584619	7.913289
1.457072	7.405771
0.443838	4.037278
1.023532	6.191680
1.624794	8.208884
0.545394	5.379468
0.703372	8.039293
0.546375	5.353520
1.788731	10.775764
1.543460	8.486930
0.190259	0.922662
0.161764	3.679547
1.493785	9.040754
0.521781	5.977069
0.602319	6.669525
0.791677	5.126742
1.558210	8.812006
0.916105	5.648253
1.143906	7.734793
0.985269	7.468195
1.244516	8.175997
1.963429	11.527735
1.151322	6.482956
0.905215	7.411064
0.901421	5.462293
0.019989	4.680380
1.151714	6.349645
1.935579	10.040097
0.780486	6.797521
0.299549	6.507726
1.751931	8.873748
1.721911	8.925559
0.406937	4.589374
0.126947	2.980267
0.531779	5.197311
